idNum,invitationId,sekerID,device,useragent,startTime,endTime,totime,crq,clq,stat,tnay,q1,q2,q3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q5_9,q5_10,q5_11,q5_12,q5_13,q6,q7_1,q7_2,q7_3,q7_4,q7_5,q8,q9,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_tv6,q11,q12,q13,q14,userId,sex,byear,fstat,kids,rel,relid,nafa,ses,edu,osek,cbor,cborfa,cborma,alyayear,ykid,okid,svote,vote2022
410,120931064,422736,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:28:22 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100901,2,1980,2,1,1,1,4,3,5,7,IL,IL,US,0,2012,2012,9,10
411,120924103,422725,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:29:05 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351399,1,1982,2,3,1,1,2,2,5,8,IL,IL,IL,0,2019,2016,4,11
412,120924195,422725,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:30:09 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61377,1,1988,2,3,1,3,1,4,7,12,IL,IL,IL,0,2020,2013,1,13
413,120921392,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:30:26 pm,6/22/2025 5:36:24 pm,358,14,0,1,1,2,4,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,1,0,0,1,1,3,1,0,0,0,0,0,,2,2,2,5,343542,2,1979,3,4,1,1,4,1,5,5,IL,IN,IN,1975,2012,2002,1,1
414,120926998,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0",6/22/2025 5:30:48 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202296,1,1949,1,0,1,1,5,1,9,8,IL,PL,PL,0,0,0,4,10
415,120921579,422738,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:31:53 pm,6/22/2025 5:35:37 pm,224,14,0,1,1,1,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,3,3,0,0,0,1,0,0,,2,1,5,4,140184,2,1951,2,2,1,1,3,4,9,5,BY,BY,BY,1990,2014,2013,2,2
416,120926346,422728,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:32:41 pm,6/22/2025 5:35:39 pm,178,14,0,1,1,2,4,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,2,1,0,1,0,0,0,0,,3,1,2,2,68216,1,1947,2,2,1,1,4,3,9,15,IL,HU,BG,0,1992,1984,4,2
417,120926526,422728,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:32:57 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89255,1,1959,2,2,1,1,4,4,7,7,RU,RU,RU,1990,2001,1987,1,1
418,120925631,422727,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:32:58 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104563,1,1970,2,2,1,1,2,5,5,12,IL,PL,DE,0,2003,1998,3,2
419,120926884,422728,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:33:17 pm,6/22/2025 5:45:45 pm,748,14,0,1,1,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,1,1,3,1,0,0,1,0,0,,1,2,2,1,167528,1,1951,2,3,1,1,5,3,7,15,IL,PL,IL,0,1986,1974,2,2
420,120927191,422728,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:33:47 pm,6/22/2025 5:40:44 pm,417,14,0,1,1,1,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,0,1,1,3,3,0,1,0,0,0,0,,2,2,2,1,262387,1,1953,2,3,1,1,4,3,9,15,UY,DE,DE,1965,1988,1980,2,2
421,120925581,422727,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:33:50 pm,6/22/2025 5:37:03 pm,193,14,0,1,1,1,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,1,0,0,1,4,3,0,1,0,0,0,0,,4,2,2,4,202961,1,1965,2,3,1,1,4,5,5,12,IL,PL,PL,0,2002,1995,3,2
422,120921493,422738,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0",6/22/2025 5:34:18 pm,6/22/2025 5:37:28 pm,190,14,0,1,1,1,3,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,0,1,1,4,3,0,0,0,1,0,0,,2,2,5,3,66309,2,1959,1,0,1,1,4,1,9,5,IL,PL,RO,0,,,4,2
423,120927261,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:34:53 pm,6/22/2025 5:38:33 pm,220,15,0,1,1,1,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,0,1,0,0,,2,2,2,4,297192,1,1956,2,3,1,2,6,5,11,15,IL,DE,DE,0,1990,1986,1,2
424,120926708,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:35:01 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126001,1,1941,3,2,1,1,4,1,3,15,IL,AI,IL,0,1976,1973,4,11
425,120925499,422727,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:35:32 pm,6/22/2025 5:39:33 pm,241,14,0,1,1,2,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1,0,0,1,2,2,0,0,0,1,0,0,,4,3,2,1,275640,1,1963,3,3,1,1,2,2,7,5,IL,RO,RO,1957,1998,1993,3,10
426,120925869,422727,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0",6/22/2025 5:35:48 pm,6/22/2025 5:38:46 pm,178,14,0,1,1,2,2,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0,1,0,0,,1,2,2,5,154995,1,1965,3,3,1,1,5,3,5,5,IL,IL,IL,0,2002,1991,3,2
427,120927004,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",6/22/2025 5:36:14 pm,,,2,0,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215808,1,1956,2,7,1,3,1,2,9,5,FR,MA,FR,1975,1996,1980,1,3
428,120926522,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:36:33 pm,6/22/2025 5:40:08 pm,215,14,0,1,1,2,3,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,2,3,0,0,0,1,0,0,,3,3,2,5,88719,1,1955,2,3,1,2,4,3,7,15,IL,CZ,DE,0,1986,1980,2,15
429,120927053,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:37:04 pm,6/22/2025 5:41:15 pm,251,15,0,1,1,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,1,4,3,0,0,0,1,0,0,,2,4,2,3,230047,1,1954,2,3,1,2,5,3,6,5,EG,EG,EG,1957,2001,1996,3,2
430,120924045,422725,1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:38:26 pm,6/22/2025 5:42:07 pm,221,14,0,1,1,1,3,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,4,3,0,1,0,0,0,0,,1,2,2,3,339142,1,1989,2,0,1,1,2,6,7,5,IL,36,36,1957,0,0,2,2
431,120925919,422727,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:40:22 pm,6/22/2025 5:44:40 pm,258,14,0,1,1,1,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,4,3,0,1,0,0,0,0,,2,2,2,4,207408,1,1967,2,1,1,1,3,4,7,12,IL,LY,LY,1945,2015,2015,2,2
432,120929032,422734,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:41:37 pm,6/22/2025 5:45:54 pm,257,14,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,3,3,1,0,0,0,0,0,,3,2,2,4,140615,2,1995,2,0,1,1,4,5,11,5,IL,IL,PL,0,0,0,1,7
433,120923260,422723,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:42:11 pm,6/22/2025 5:47:08 pm,297,14,0,1,1,2,4,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,2,3,0,0,0,0,1,0,,2,2,2,4,316878,1,1996,2,4,1,3,5,2,7,5,IL,IL,IL,0,2024,2019,2,3
434,120926580,422728,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:43:01 pm,6/22/2025 5:47:15 pm,254,14,0,1,1,1,4,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,3,0,0,0,1,0,0,,1,2,5,4,100183,1,1952,2,2,1,2,4,3,11,15,39,DE,IL,1969,1985,1983,3,7
435,120930477,422735,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:44:23 pm,6/22/2025 5:47:27 pm,184,14,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3,1,0,0,0,1,0,,2,2,2,5,238372,2,1986,2,3,1,1,3,2,5,5,RU,0,0,1992,2024,2010,2,7
436,120926948,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:45:04 pm,6/22/2025 5:48:36 pm,212,14,0,1,1,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,1,2,3,0,0,0,1,0,0,,2,2,2,1,182932,1,1955,2,2,1,2,5,2,2,5,IL,IQ,IQ,0,1989,1984,1,4
437,120925639,422727,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0",6/22/2025 5:45:06 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240973,1,1969,2,0,1,1,6,2,7,5,UA,UA,UA,1990,0,0,1,1
438,120931120,422736,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:46:29 pm,6/22/2025 5:48:53 pm,144,15,0,1,1,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,1,3,3,1,0,1,0,1,0,,2,1,2,5,257864,2,1977,3,4,1,1,7,3,5,5,IL,MA,IL,0,2021,1998,2,1
439,120926847,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:46:37 pm,,,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158699,1,1947,2,2,1,2,3,5,13,8,SK,SK,SK,1949,1973,1971,4,2
440,120931076,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:46:40 pm,,,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84550,2,1973,2,1,1,1,3,5,7,11,RU,RU,RU,1973,2013,2013,3,2
441,120921541,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:46:42 pm,6/22/2025 5:50:27 pm,225,14,0,1,1,2,4,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,1,2,3,0,0,0,1,0,0,,2,2,2,5,384595,2,1958,3,1,1,1,5,4,11,15,IL,IL,CZ,0,1987,1987,4,10
442,120921035,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0",6/22/2025 5:47:07 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154925,1,1951,2,3,1,1,4,3,11,15,IL,IL,IL,0,1985,1974,2,15
443,120931108,422736,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",6/22/2025 5:47:22 pm,6/22/2025 5:51:18 pm,236,14,0,1,1,2,4,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,1,1,3,3,1,0,1,0,0,0,,3,2,5,2,240098,2,1977,1,0,1,1,5,1,3,5,IL,IL,IL,0,0,0,5,11
444,120925222,422726,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",6/22/2025 5:47:48 pm,6/22/2025 5:53:22 pm,334,14,0,1,1,1,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,0,0,1,4,3,1,0,0,0,1,0,,3,2,2,4,337469,1,1978,2,4,1,2,3,4,7,11,IL,IL,RO,0,2021,2013,2,4
445,120930950,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:47:51 pm,6/22/2025 5:50:18 pm,147,14,0,1,1,1,4,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2,3,1,0,0,0,0,0,,3,3,2,1,86121,2,1977,2,1,1,1,6,3,3,5,IL,IL,IL,0,2008,2008,3,2
446,120929086,422734,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",6/22/2025 5:48:37 pm,6/22/2025 5:56:32 pm,475,14,0,1,1,2,2,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,3,1,0,0,1,1,0,,2,2,5,2,185169,2,1991,2,2,1,2,6,4,9,5,IL,IL,IL,0,2021,2015,9,1
447,120931069,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:48:39 pm,,,14,0,4,1,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,2,3,1,0,0,0,0,0,,4,2,2,2,315512,2,1980,2,2,1,1,5,3,7,5,UZ,UZ,UZ,1995,2013,2007,2,2
448,120926813,422728,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 5:48:59 pm,6/22/2025 5:51:28 pm,149,14,0,1,1,1,3,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,1,0,0,0,1,0,0,,2,3,2,1,141680,1,1958,4,3,1,1,1,6,5,15,IL,MA,MA,0,1996,1989,1,1
449,120924727,422726,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 19_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/19.0 Mobile/15E148 Safari/604.1",6/22/2025 5:49:18 pm,6/22/2025 5:51:57 pm,159,15,0,1,1,2,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,2,3,1,0,0,1,0,0,,3,2,2,4,97399,1,1972,2,3,1,1,4,4,9,8,IL,LY,TR,0,2015,2002,2,4
450,120927048,422728,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:49:23 pm,6/22/2025 5:55:34 pm,371,14,0,1,1,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,0,0,0,2,2,1,0,0,0,0,0,,2,2,2,4,238336,1,1959,2,2,1,1,3,3,9,5,IL,IL,IL,0,2000,1998,3,2
451,120930677,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:49:38 pm,6/22/2025 5:53:11 pm,213,14,0,1,1,2,3,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0,0,1,2,2,0,0,0,1,0,0,,3,2,1,1,336226,2,1977,2,2,1,1,3,3,11,5,IL,0,IL,0,2007,2007,2,15
452,120931011,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:49:39 pm,6/22/2025 5:52:52 pm,193,16,0,1,1,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,0,1,1,3,3,0,0,0,0,1,0,,2,2,2,4,320413,2,1976,1,2,1,1,5,1,5,5,IL,0,0,0,2015,2013,1,1
453,120927056,422728,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:50:04 pm,6/22/2025 5:54:08 pm,244,14,0,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,1,0,1,4,3,0,0,0,1,0,0,,4,2,2,4,233119,1,1954,2,4,1,2,5,1,3,15,IQ,IQ,IQ,1971,1994,1980,1,1
454,120921488,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:50:29 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79301,2,1955,2,3,1,2,4,1,5,6,IL,LY,LY,0,1986,1976,2,1
455,120929617,422735,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:50:41 pm,6/22/2025 5:53:37 pm,176,14,0,1,1,1,3,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,3,3,1,0,0,0,0,0,,4,3,2,1,111391,2,1988,2,4,1,3,7,2,11,5,IL,IL,IL,0,2020,2010,2,1
456,120931065,422736,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.7 Safari/605.1.15",6/22/2025 5:50:46 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114575,2,1973,2,0,1,1,7,4,7,5,IL,IL,IL,0,0,0,3,2
457,120931126,422736,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:51:04 pm,6/22/2025 5:54:07 pm,183,15,0,1,1,2,4,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,1,3,1,0,0,0,0,0,,1,1,2,5,321200,2,1971,2,3,1,1,3,1,4,5,IL,RO,RO,1960,2006,1995,1,1
458,120932205,422737,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 5:51:41 pm,6/22/2025 5:55:20 pm,219,14,0,1,1,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,3,3,1,0,0,0,0,0,,3,2,5,4,145776,2,1961,2,3,1,1,5,6,9,12,IL,IL,IL,0,1990,1980,1,1
459,120932148,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:51:58 pm,6/22/2025 5:56:00 pm,242,14,0,1,1,1,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,4,3,1,1,0,0,1,0,,3,2,2,5,105937,2,1962,2,2,1,1,5,5,11,5,IL,PL,PL,0,1997,1993,3,4
460,120929259,422734,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",6/22/2025 5:52:09 pm,6/22/2025 5:54:46 pm,157,14,0,1,1,2,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,2,3,0,0,1,0,0,0,,3,2,5,4,105471,2,1994,1,0,1,1,4,3,6,5,IL,IL,IL,0,,,0,14
461,120932125,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:52:17 pm,6/22/2025 5:54:26 pm,129,14,0,1,1,1,3,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,4,3,1,0,0,0,0,0,,1,2,2,4,106613,2,1967,2,2,1,1,5,3,9,5,IL,RU,IL,0,1999,1995,4,10
462,120927105,422728,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:52:24 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240964,1,1950,2,2,1,1,3,6,5,5,UA,UA,UA,1995,1985,1977,3,1
463,120932202,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:52:43 pm,6/22/2025 5:54:43 pm,120,14,0,1,1,1,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,2,3,1,0,0,0,0,0,,2,1,2,4,329003,2,1968,2,2,1,1,3,3,7,5,AZ,AZ,AZ,1998,1995,1992,1,1
464,120931061,422736,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36 Edg/137.0.0.0",6/22/2025 5:53:11 pm,6/22/2025 6:00:07 pm,416,14,0,1,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,3,3,0,0,0,1,0,0,,3,2,2,5,349176,2,1976,3,1,1,1,1,1,7,5,IL,YE,IL,0,1998,1998,1,15
465,120932145,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 5:53:18 pm,6/22/2025 6:01:56 pm,518,14,0,1,1,2,4,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,2,3,0,0,0,1,0,0,,2,2,2,4,252688,2,1964,3,1,1,1,4,3,11,12,IL,IL,IL,0,2005,2005,2,2
466,120932198,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:53:20 pm,6/22/2025 6:00:02 pm,402,14,0,1,1,2,2,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,5,1,1,1,1,1,3,3,1,0,1,0,1,0,,4,2,2,1,128215,2,1969,3,5,1,1,6,1,9,6,UZ,UZ,UZ,1993,1992,1991,1,2
467,120932194,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 5:53:25 pm,6/22/2025 5:59:30 pm,365,14,0,1,1,2,4,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,2,3,0,0,0,1,0,0,,3,2,2,4,326469,2,1961,1,1,1,1,5,2,9,15,0,0,0,0,2002,2002,4,2
